im_idx,pair_idx,im_id,filename,system_idx,city,city_ascii,country,geonameid,lng,lat,date,time
246,b,246_b,246_b.npy,20190220T091019_20190220T091106_T35TMK,Bucharest,Bucharest,Romania,683506,26.10626,44.43225,20190220,91019
247,a,247_a,247_a.npy,20180218T014721_20180218T015212_T53SMT,Takamatsu,Takamatsu,Japan,1851100,134.05,34.33333,20180218,14721
247,b,247_b,247_b.npy,20191105T014839_20191105T015600_T53SMU,Takamatsu,Takamatsu,Japan,1851100,134.05,34.33333,20191105,14839
248,a,248_a,248_a.npy,20171220T174729_20171220T174728_T13SCU,Albuquerque,Albuquerque,United States,5454711,-106.65114,35.08449,20171220,174729
248,b,248_b,248_b.npy,20190708T173911_20190708T174842_T13SCU,Albuquerque,Albuquerque,United States,5454711,-106.65114,35.08449,20190708,173911
249,a,249_a,249_a.npy,20190818T070621_20190818T071945_T39SWS,Khomeynī Shahr,Khomeyni Shahr,Iran,418710,51.53609,32.6856,20190818,70621
249,b,249_b,249_b.npy,20161022T071302_20161022T105456_T39SWS,Khomeynī Shahr,Khomeyni Shahr,Iran,418710,51.53609,32.6856,20161022,71302
250,a,250_a,250_a.npy,20181024T060911_20181024T060914_T43UFT,Pavlodar,Pavlodar,Kazakhstan,1520240,76.96667,52.28333,20181024,60911
250,b,250_b,250_b.npy,20170805T060629_20170805T060648_T43UFT,Pavlodar,Pavlodar,Kazakhstan,1520240,76.96667,52.28333,20170805,60629
251,a,251_a,251_a.npy,20170722T153911_20170722T154309_T19TCM,Québec,Quebec,Canada,6325494,-71.21454,46.81228,20170722,153911
251,b,251_b,251_b.npy,20170722T153911_20170722T154309_T18TYS,Québec,Quebec,Canada,6325494,-71.21454,46.81228,20170722,153911
252,a,252_a,252_a.npy,20151126T024032_20170228T092218_T50RQQ,Ningde,Ningde,China,1806097,119.52278,26.66167,20151126,24032
252,b,252_b,252_b.npy,20180419T023549_20180419T024752_T50RQQ,Ningde,Ningde,China,1806097,119.52278,26.66167,20180419,23549
253,a,253_a,253_a.npy,20190206T042949_20190206T043539_T46QCM,Agartala,Agartala,India,1279290,91.27939,23.83605,20190206,42949
253,b,253_b,253_b.npy,20171228T043201_20171228T044000_T46QCM,Agartala,Agartala,India,1279290,91.27939,23.83605,20171228,43201
254,a,254_a,254_a.npy,20151024T022752_20161221T062557_T52TCS,Suihua,Suihua,China,2034655,126.99508,46.63954,20151024,22752
254,b,254_b,254_b.npy,20151126T024032_20151126T024150_T52TCS,Suihua,Suihua,China,2034655,126.99508,46.63954,20151126,24032
256,a,256_a,256_a.npy,20160912T153552_20160912T204513_T19TCH,Salem,Salem,United States,5092268,-71.20089,42.78842,20160912,153552
256,b,256_b,256_b.npy,20170927T153551_20170927T153849_T19TCH,Salem,Salem,United States,5092268,-71.20089,42.78842,20170927,153551
257,a,257_a,257_a.npy,20161025T021752_20161025T022647_T51PTS,Quezon City,Quezon City,Philippines,1692192,121.0509,14.6488,20161025,21752
257,b,257_b,257_b.npy,20180319T021601_20180319T022847_T51PTS,Quezon City,Quezon City,Philippines,1692192,121.0509,14.6488,20180319,21601
258,a,258_a,258_a.npy,20191124T124319_20191124T124314_T24LZR,Caruaru,Caruaru,Brazil,3402655,-35.97611,-8.28333,20191124,124319
258,b,258_b,258_b.npy,20161008T125302_20161008T175320_T24LZR,Caruaru,Caruaru,Brazil,3402655,-35.97611,-8.28333,20161008,125302
259,a,259_a,259_a.npy,20161113T043032_20161113T043537_T46QCM,Udaipur,Udaipur,India,1253987,91.48333,23.53333,20161113,43032
259,b,259_b,259_b.npy,20170211T042911_20170211T043113_T46QCM,Udaipur,Udaipur,India,1253987,91.48333,23.53333,20170211,42911
260,a,260_a,260_a.npy,20160325T092405_20160325T150955_T35UNV,Minsk,Minsk,Belarus,625144,27.56667,53.9,20160325,92405
260,b,260_b,260_b.npy,20160822T092032_20160822T130149_T35UNV,Minsk,Minsk,Belarus,625144,27.56667,53.9,20160822,92032
261,a,261_a,261_a.npy,20190831T162839_20190831T164212_T16SED,Madison,Madison,United States,4074267,-86.74833,34.69926,20190831,162839
261,b,261_b,261_b.npy,20171129T163619_20171129T163922_T16SED,Madison,Madison,United States,4074267,-86.74833,34.69926,20171129,163619
262,a,262_a,262_a.npy,20170309T163321_20170309T163651_T16SEF,Springfield,Springfield,United States,4659557,-86.885,36.50921,20170309,163321
262,b,262_b,262_b.npy,20151006T164026_20161211T144425_T16SEF,Springfield,Springfield,United States,4659557,-86.885,36.50921,20151006,164026
263,a,263_a,263_a.npy,20170925T021549_20170925T022334_T52TET,Hegang,Hegang,China,2036986,130.30012,47.35118,20170925,21549
263,b,263_b,263_b.npy,20190925T021559_20190925T022242_T52TET,Hegang,Hegang,China,2036986,130.30012,47.35118,20190925,21559
264,a,264_a,264_a.npy,20161021T160402_20161021T211856_T17SPS,Charleston,Charleston,United States,4574324,-79.93092,32.77657,20161021,160402
264,b,264_b,264_b.npy,20160822T155902_20160822T211556_T17SPS,Charleston,Charleston,United States,4574324,-79.93092,32.77657,20160822,155902
265,a,265_a,265_a.npy,20180326T153601_20180326T153555_T18TYM,Providence,Providence,United States,5224151,-71.41283,41.82399,20180326,153601
265,b,265_b,265_b.npy,20181219T154649_20181219T155118_T18TYM,Providence,Providence,United States,5224151,-71.41283,41.82399,20181219,154649
266,a,266_a,266_a.npy,20180815T084009_20180815T084148_T37UCS,Belgorod,Belgorod,Russia,578072,36.58015,50.61074,20180815,84009
266,b,266_b,266_b.npy,20180830T083601_20180830T084029_T37UCS,Belgorod,Belgorod,Russia,578072,36.58015,50.61074,20180830,83601
267,a,267_a,267_a.npy,20180323T160929_20180323T162153_T17TLE,Newark,Newark,United States,5164466,-82.40126,40.05812,20180323,160929
267,b,267_b,267_b.npy,20190105T162651_20190105T162649_T17TLE,Newark,Newark,United States,5164466,-82.40126,40.05812,20190105,162651
268,a,268_a,268_a.npy,20190214T043901_20190214T045152_T45QXE,Haldia,Haldia,India,1344377,88.10975,22.06046,20190214,43901
268,b,268_b,268_b.npy,20181231T044209_20181231T044930_T45QXE,Haldia,Haldia,India,1344377,88.10975,22.06046,20181231,44209
269,a,269_a,269_a.npy,20170707T142039_20170707T142037_T20MRB,Manaus,Manaus,Brazil,3663517,-60.025,-3.10194,20170707,142039
269,b,269_b,269_b.npy,20170804T143321_20170804T143319_T20MRB,Manaus,Manaus,Brazil,3663517,-60.025,-3.10194,20170804,143321
270,a,270_a,270_a.npy,20200105T154541_20200105T154544_T18QUF,Kingston,Kingston,Jamaica,3489854,-76.79358,17.99702,20200105,154541
270,b,270_b,270_b.npy,20190306T154549_20190306T154547_T18QUF,Kingston,Kingston,Jamaica,3489854,-76.79358,17.99702,20190306,154549
271,a,271_a,271_a.npy,20190315T050651_20190315T052024_T43PGN,Coimbatore,Coimbatore,India,1273865,76.96612,11.00555,20190315,50651
271,b,271_b,271_b.npy,20190223T050811_20190223T051829_T43PGN,Coimbatore,Coimbatore,India,1273865,76.96612,11.00555,20190223,50811
272,a,272_a,272_a.npy,20180126T155519_20180126T155521_T18TVL,Scranton,Scranton,United States,5211303,-75.6649,41.40916,20180126,155519
272,b,272_b,272_b.npy,20191028T155259_20191028T155902_T18TVL,Scranton,Scranton,United States,5211303,-75.6649,41.40916,20191028,155259
273,a,273_a,273_a.npy,20161018T160122_20161018T211135_T18TWL,Madison,Madison,United States,5100748,-74.4171,40.75982,20161018,160122
273,b,273_b,273_b.npy,20171117T155519_20171117T155731_T18TWL,Madison,Madison,United States,5100748,-74.4171,40.75982,20171117,155519
275,a,275_a,275_a.npy,20180829T022551_20180829T024401_T50NPM,Sandakan,Sandakan,Malaysia,1734052,118.1179,5.8402,20180829,22551
275,b,275_b,275_b.npy,20160610T023653_20160614T235201_T50NPM,Sandakan,Sandakan,Malaysia,1734052,118.1179,5.8402,20160610,23653
276,a,276_a,276_a.npy,20180907T061631_20180907T062503_T42SVH,Dushanbe,Dushanbe,Tajikistan,1221874,68.77905,38.53575,20180907,61631
276,b,276_b,276_b.npy,20180726T060631_20180726T061323_T42SVH,Dushanbe,Dushanbe,Tajikistan,1221874,68.77905,38.53575,20180726,60631
277,a,277_a,277_a.npy,20170326T025541_20170326T030153_T50SMB,Huainan,Huainan,China,1807681,116.99694,32.62639,20170326,25541
277,b,277_b,277_b.npy,20180904T024541_20180904T025134_T50SMB,Huainan,Huainan,China,1807681,116.99694,32.62639,20180904,24541
278,a,278_a,278_a.npy,20151207T053212_20170528T114626_T43RDJ,Bhīlwāra,Bhilwara,India,1275960,74.64081,25.34707,20151207,53212
278,b,278_b,278_b.npy,20171121T053119_20171121T053115_T43RDJ,Bhīlwāra,Bhilwara,India,1275960,74.64081,25.34707,20171121,53119
279,a,279_a,279_a.npy,20160809T092236_20160809T143727_T33LUL,Luanda,Luanda,Angola,2240449,13.23432,-8.83682,20160809,92236
279,b,279_b,279_b.npy,20160521T090602_20160521T093132_T33LUL,Luanda,Luanda,Angola,2240449,13.23432,-8.83682,20160521,90602
280,a,280_a,280_a.npy,20181022T052851_20181022T052845_T43REN,Hisar,Hisar,India,1270022,75.72294,29.15394,20181022,52851
280,b,280_b,280_b.npy,20191119T054121_20191119T055007_T43REN,Hisar,Hisar,India,1270022,75.72294,29.15394,20191119,54121
281,a,281_a,281_a.npy,20170804T125311_20170804T125522_T24LVJ,Ilhéus,Ilheus,Brazil,3461408,-39.03949,-14.79364,20170804,125311
281,b,281_b,281_b.npy,20170804T125311_20170804T125522_T24LVJ,Ilhéus,Ilheus,Brazil,3461408,-39.03949,-14.79364,20170804,125311
282,a,282_a,282_a.npy,20180323T074609_20180323T080259_T36NYF,Eldoret,Eldoret,Kenya,198629,35.26993,0.52036,20180323,74609
282,b,282_b,282_b.npy,20190318T074639_20190318T080921_T36NYF,Eldoret,Eldoret,Kenya,198629,35.26993,0.52036,20190318,74639
284,a,284_a,284_a.npy,20190214T171419_20190214T172559_T14QKG,Morelia,Morelia,Mexico,3995402,-101.18443,19.70078,20190214,171419
284,b,284_b,284_b.npy,20190204T171519_20190204T172404_T13QHB,Morelia,Morelia,Mexico,3995402,-101.18443,19.70078,20190204,171519
285,a,285_a,285_a.npy,20180407T093031_20180407T093034_T35ULS,Luts’k,Luts'k,Ukraine,702569,25.34244,50.75932,20180407,93031
285,b,285_b,285_b.npy,20160901T092032_20160901T130912_T35ULS,Luts’k,Luts'k,Ukraine,702569,25.34244,50.75932,20160901,92032
286,a,286_a,286_a.npy,20170211T093111_20170211T094500_T32PRU,Damaturu,Damaturu,Nigeria,2345521,11.96083,11.74697,20170211,93111
286,b,286_b,286_b.npy,20180422T093029_20180422T094154_T32PRU,Damaturu,Damaturu,Nigeria,2345521,11.96083,11.74697,20180422,93029
287,a,287_a,287_a.npy,20180331T153549_20180331T153552_T19TCG,Canton,Canton,United States,4932214,-71.14477,42.15843,20180331,153549
287,b,287_b,287_b.npy,20181226T153639_20181226T153642_T19TCG,Canton,Canton,United States,4932214,-71.14477,42.15843,20181226,153639
288,a,288_a,288_a.npy,20171209T031109_20171209T031111_T48PYS,Vũng Tàu,Vung Tau,Vietnam,1562414,107.08426,10.34599,20171209,31109
288,b,288_b,288_b.npy,20180428T030539_20180428T032437_T48PYS,Vũng Tàu,Vung Tau,Vietnam,1562414,107.08426,10.34599,20180428,30539
289,a,289_a,289_a.npy,20180520T052649_20180520T053150_T43QEF,Ujjain,Ujjain,India,1253914,75.77643,23.18239,20180520,52649
289,b,289_b,289_b.npy,20190505T052659_20190505T053758_T43QEF,Ujjain,Ujjain,India,1253914,75.77643,23.18239,20190505,52659
291,a,291_a,291_a.npy,20161003T081752_20161003T082412_T36SYD,Tripoli,Tripoli,Lebanon,266826,35.84415,34.43352,20161003,81752
291,b,291_b,291_b.npy,20171018T082011_20171018T082007_T36SYD,Tripoli,Tripoli,Lebanon,266826,35.84415,34.43352,20171018,82011
292,a,292_a,292_a.npy,20181216T154549_20181216T154544_T18QVH,Guantánamo,Guantanamo,Cuba,3557689,-75.20917,20.14444,20181216,154549
292,b,292_b,292_b.npy,20200130T154539_20200130T154542_T18QVH,Guantánamo,Guantanamo,Cuba,3557689,-75.20917,20.14444,20200130,154539
295,a,295_a,295_a.npy,20190803T034539_20190803T034546_T48SUF,Lanzhou,Lanzhou,China,1804430,103.83987,36.05701,20190803,34539
295,b,295_b,295_b.npy,20180922T034531_20180922T035029_T48SUF,Lanzhou,Lanzhou,China,1804430,103.83987,36.05701,20180922,34531
296,a,296_a,296_a.npy,20171026T023801_20171026T024814_T51RTL,Wenzhou,Wenzhou,China,1791388,120.66682,27.99942,20171026,23801
296,b,296_b,296_b.npy,20171210T024059_20171210T024059_T51RTL,Wenzhou,Wenzhou,China,1791388,120.66682,27.99942,20171210,24059
297,a,297_a,297_a.npy,20170108T113441_20170108T113754_T29TNF,Porto,Porto,Portugal,2735943,-8.61099,41.14961,20170108,113441
297,b,297_b,297_b.npy,20160430T112122_20160430T112639_T29TNF,Porto,Porto,Portugal,2735943,-8.61099,41.14961,20160430,112122
299,a,299_a,299_a.npy,20180718T032711_20180718T032711_T49SBU,Xianyang,Xianyang,China,1790353,108.70261,34.33778,20180718,32711
299,b,299_b,299_b.npy,20180223T032729_20180223T033656_T49SBU,Xianyang,Xianyang,China,1790353,108.70261,34.33778,20180223,32729
300,a,300_a,300_a.npy,20180208T183521_20180208T183521_T11SMT,Mission Viejo,Mission Viejo,United States,5373763,-117.672,33.60002,20180208,183521
300,b,300_b,300_b.npy,20191006T183229_20191006T183828_T11SMT,Mission Viejo,Mission Viejo,United States,5373763,-117.672,33.60002,20191006,183229
301,a,301_a,301_a.npy,20180815T084009_20180815T084148_T37UCR,Kharkiv,Kharkiv,Ukraine,706483,36.25272,49.98081,20180815,84009
301,b,301_b,301_b.npy,20180731T083601_20180731T084204_T37UCR,Kharkiv,Kharkiv,Ukraine,706483,36.25272,49.98081,20180731,83601
302,a,302_a,302_a.npy,20190117T075249_20190117T080836_T36MZE,Nakuru,Nakuru,Kenya,184622,36.07225,-0.30719,20190117,75249
302,b,302_b,302_b.npy,20180122T075219_20180122T080337_T36MZE,Nakuru,Nakuru,Kenya,184622,36.07225,-0.30719,20180122,75219
304,a,304_a,304_a.npy,20180125T153551_20180125T153551_T19TCH,Wilmington,Wilmington,United States,4955840,-71.17367,42.54648,20180125,153551
304,b,304_b,304_b.npy,20180301T153549_20180301T153547_T19TCH,Wilmington,Wilmington,United States,4955840,-71.17367,42.54648,20180301,153549
305,a,305_a,305_a.npy,20180421T022551_20180421T024234_T50QRF,Laoag,Laoag,Philippines,1707404,120.5957,18.1978,20180421,22551
305,b,305_b,305_b.npy,20200106T023059_20200106T023059_T50QRF,Laoag,Laoag,Philippines,1707404,120.5957,18.1978,20200106,23059
306,a,306_a,306_a.npy,20190826T085559_20190826T090743_T35SND,Balıkesir,Balikesir,Turkey,322165,27.88611,39.64917,20190826,85559
306,b,306_b,306_b.npy,20170702T085641_20170702T090524_T35SND,Balıkesir,Balikesir,Turkey,322165,27.88611,39.64917,20170702,85641
308,a,308_a,308_a.npy,20180702T133231_20180702T133225_T23MKP,Imperatriz,Imperatriz,Brazil,3398269,-47.49167,-5.52639,20180702,133231
308,b,308_b,308_b.npy,20180612T133221_20180612T133223_T23MKP,Imperatriz,Imperatriz,Brazil,3398269,-47.49167,-5.52639,20180612,133221
310,a,310_a,310_a.npy,20180717T035541_20180717T040703_T48SUE,Linxia Chengguanzhen,Linxia Chengguanzhen,China,1803331,103.20639,35.60028,20180717,35541
310,b,310_b,310_b.npy,20171005T035609_20171005T040138_T48SUE,Linxia Chengguanzhen,Linxia Chengguanzhen,China,1803331,103.20639,35.60028,20171005,35609
311,a,311_a,311_a.npy,20190923T031539_20190923T033131_T48QXJ,Haiphong,Haiphong,Vietnam,1581298,106.68345,20.86481,20190923,31539
311,b,311_b,311_b.npy,20171217T032131_20171217T033108_T48QXJ,Haiphong,Haiphong,Vietnam,1581298,106.68345,20.86481,20171217,32131
312,a,312_a,312_a.npy,20190911T023549_20190911T024132_T51TWG,Tieling,Tieling,China,2034439,123.84139,42.29306,20190911,23549
312,b,312_b,312_b.npy,20180926T023539_20180926T024041_T51TWG,Tieling,Tieling,China,2034439,123.84139,42.29306,20180926,23539
314,a,314_a,314_a.npy,20191220T130239_20191220T130242_T24MVT,Crato,Crato,Brazil,3401545,-39.40944,-7.23417,20191220,130239
314,b,314_b,314_b.npy,20180827T130239_20180827T130238_T24MVT,Crato,Crato,Brazil,3401545,-39.40944,-7.23417,20180827,130239
315,a,315_a,315_a.npy,20171207T091339_20171207T091348_T34SGH,Athens,Athens,Greece,264371,23.72784,37.98376,20171207,91339
315,b,315_b,315_b.npy,20170913T091021_20170913T091832_T34SGH,Athens,Athens,Greece,264371,23.72784,37.98376,20170913,91021
316,a,316_a,316_a.npy,20181024T024751_20181024T024908_T51TTG,Chaoyang,Chaoyang,China,2038120,120.45861,41.57028,20181024,24751
316,b,316_b,316_b.npy,20181029T024819_20181029T025219_T51TTG,Chaoyang,Chaoyang,China,2038120,120.45861,41.57028,20181029,24819
318,a,318_a,318_a.npy,20190421T172909_20190421T173636_T13SGT,Lubbock,Lubbock,United States,5525577,-101.85517,33.57786,20190421,172909
318,b,318_b,318_b.npy,20180814T172959_20180814T173543_T14SKC,Lubbock,Lubbock,United States,5525577,-101.85517,33.57786,20180814,172959
319,a,319_a,319_a.npy,20190905T001111_20190905T001109_T55HCT,Cranbourne,Cranbourne,Australia,2170079,145.28326,-38.11342,20190905,1111
319,b,319_b,319_b.npy,20180717T001109_20180717T001628_T55HCT,Cranbourne,Cranbourne,Australia,2170079,145.28326,-38.11342,20180717,1109
321,a,321_a,321_a.npy,20170528T095031_20170528T095531_T34UCA,Bytom,Bytom,Poland,3101950,18.93282,50.34802,20170528,95031
321,b,321_b,321_b.npy,20191020T095029_20191020T095030_T33UYR,Bytom,Bytom,Poland,3101950,18.93282,50.34802,20191020,95029
322,a,322_a,322_a.npy,20191213T043149_20191213T043430_T45QZF,Barisāl,Barisal,Bangladesh,1336137,90.37013,22.70497,20191213,43149
322,b,322_b,322_b.npy,20191118T043051_20191118T043937_T45QZF,Barisāl,Barisal,Bangladesh,1336137,90.37013,22.70497,20191118,43051
323,a,323_a,323_a.npy,20181122T155549_20181122T155550_T18TWK,Trenton,Trenton,United States,5105496,-74.74294,40.21705,20181122,155549
323,b,323_b,323_b.npy,20151210T155132_20170605T010244_T18TWK,Trenton,Trenton,United States,5105496,-74.74294,40.21705,20151210,155132
324,a,324_a,324_a.npy,20180418T153911_20180418T154146_T18SWJ,Atlantic City,Atlantic City,United States,4500546,-74.42306,39.36415,20180418,153911
324,b,324_b,324_b.npy,20151203T155632_20170524T014620_T18SWJ,Atlantic City,Atlantic City,United States,4500546,-74.42306,39.36415,20151203,155632
326,a,326_a,326_a.npy,20191231T080331_20191231T080917_T36NWF,Jinja,Jinja,Uganda,233114,33.20317,0.43902,20191231,80331
326,b,326_b,326_b.npy,20170125T080211_20170125T080922_T36NWF,Jinja,Jinja,Uganda,233114,33.20317,0.43902,20170125,80211
327,a,327_a,327_a.npy,20160929T102022_20160929T154211_T32UPV,Fürth,Furth,Germany,2923544,10.98856,49.47593,20160929,102022
327,b,327_b,327_b.npy,20180820T102021_20180820T102358_T32UPV,Fürth,Furth,Germany,2923544,10.98856,49.47593,20180820,102021
329,a,329_a,329_a.npy,20190130T035011_20190130T035120_T47QNA,Lampang,Lampang,Thailand,1152473,99.49277,18.29232,20190130,35011
329,b,329_b,329_b.npy,20171221T035139_20171221T035139_T47QNA,Lampang,Lampang,Thailand,1152473,99.49277,18.29232,20171221,35139
330,a,330_a,330_a.npy,20191011T032651_20191011T033301_T49TEF,Hohhot,Hohhot,China,2036892,111.65222,40.81056,20191011,32651
330,b,330_b,330_b.npy,20171105T032909_20171105T032909_T49TEF,Hohhot,Hohhot,China,2036892,111.65222,40.81056,20171105,32909
331,a,331_a,331_a.npy,20190221T033749_20190221T034222_T49UFT,Chita,Chita,Russia,2025339,113.50087,52.03171,20190221,33749
331,b,331_b,331_b.npy,20190929T033539_20190929T033937_T49UFT,Chita,Chita,Russia,2025339,113.50087,52.03171,20190929,33539
332,a,332_a,332_a.npy,20171214T045211_20171214T050154_T44QRG,Brahmapur,Brahmapur,India,1275198,84.7929,19.31151,20171214,45211
332,b,332_b,332_b.npy,20180123T045101_20180123T045926_T44QRG,Brahmapur,Brahmapur,India,1275198,84.7929,19.31151,20180123,45101
335,a,335_a,335_a.npy,20151125T095332_20170515T083722_T32PLR,Abuja,Abuja,Nigeria,2352778,7.49508,9.05785,20151125,95332
335,b,335_b,335_b.npy,20171030T095119_20171030T100632_T32PLR,Abuja,Abuja,Nigeria,2352778,7.49508,9.05785,20171030,95119
336,a,336_a,336_a.npy,20190907T103021_20190907T103441_T31TFJ,Marseille,Marseille,France,2995469,5.38107,43.29695,20190907,103021
336,b,336_b,336_b.npy,20150829T103026_20161007T122530_T31TFJ,Marseille,Marseille,France,2995469,5.38107,43.29695,20150829,103026
337,a,337_a,337_a.npy,20180718T130249_20180718T130245_T24MVT,Juazeiro do Norte,Juazeiro do Norte,Brazil,3397147,-39.31528,-7.21306,20180718,130249
337,b,337_b,337_b.npy,20191225T130241_20191225T130242_T24MVT,Juazeiro do Norte,Juazeiro do Norte,Brazil,3397147,-39.31528,-7.21306,20191225,130241
338,a,338_a,338_a.npy,20190903T100029_20190903T100659_T33TUL,Trieste,Trieste,Italy,3165185,13.77678,45.64953,20190903,100029
338,b,338_b,338_b.npy,20170824T100019_20170824T100022_T33TVL,Trieste,Trieste,Italy,3165185,13.77678,45.64953,20170824,100019
340,a,340_a,340_a.npy,20190623T135121_20190623T135116_T21KYT,Campo Grande,Campo Grande,Brazil,3467747,-54.64639,-20.44278,20190623,135121
340,b,340_b,340_b.npy,20181210T135109_20181210T135106_T21KYT,Campo Grande,Campo Grande,Brazil,3467747,-54.64639,-20.44278,20181210,135109
341,a,341_a,341_a.npy,20160414T155922_20160414T160342_T17TPH,Buffalo,Buffalo,United States,5110629,-78.87837,42.88645,20160414,155922
341,b,341_b,341_b.npy,20160414T160342_20160414T195415_T17TPH,Buffalo,Buffalo,United States,5110629,-78.87837,42.88645,20160414,160342
342,a,342_a,342_a.npy,20170829T134211_20170829T134210_T22MGD,Belém,Belem,Brazil,3405870,-48.50444,-1.45583,20170829,134211
342,b,342_b,342_b.npy,20190630T134221_20190630T134215_T22MGD,Belém,Belem,Brazil,3405870,-48.50444,-1.45583,20190630,134221
343,a,343_a,343_a.npy,20170707T080611_20170707T081427_T37SEC,Elazığ,Elazig,Turkey,315808,39.22321,38.67431,20170707,80611
343,b,343_b,343_b.npy,20190801T080619_20190801T081001_T37SEC,Elazığ,Elazig,Turkey,315808,39.22321,38.67431,20190801,80619
345,a,345_a,345_a.npy,20160629T061632_20160629T061750_T42SUH,Denov,Denov,Uzbekistan,1217474,67.89886,38.26746,20160629,61632
345,b,345_b,345_b.npy,20170922T061631_20170922T062627_T42SVH,Denov,Denov,Uzbekistan,1217474,67.89886,38.26746,20170922,61631
347,a,347_a,347_a.npy,20160627T104023_20160627T161620_T31SDD,Palma,Palma,Spain,2512989,2.65024,39.56939,20160627,104023
347,b,347_b,347_b.npy,20190413T104021_20190413T104505_T31SDD,Palma,Palma,Spain,2512989,2.65024,39.56939,20190413,104021
349,a,349_a,349_a.npy,20161022T052852_20161022T105012_T43RFL,Alwar,Alwar,India,1278946,76.625,27.56246,20161022,52852
349,b,349_b,349_b.npy,20181022T052851_20181022T052845_T43RFL,Alwar,Alwar,India,1278946,76.625,27.56246,20181022,52851
350,a,350_a,350_a.npy,20161009T153612_20161009T202722_T17MQM,Trujillo,Trujillo,Peru,3691175,-79.02998,-8.11599,20161009,153612
350,b,350_b,350_b.npy,20180721T153621_20180721T154148_T17MQM,Trujillo,Trujillo,Peru,3691175,-79.02998,-8.11599,20180721,153621
351,a,351_a,351_a.npy,20200115T053151_20200115T054011_T43QCA,Pune,Pune,India,1259229,73.85535,18.51957,20200115,53151
351,b,351_b,351_b.npy,20190525T052659_20190525T053718_T43QCA,Pune,Pune,India,1259229,73.85535,18.51957,20190525,52659
352,a,352_a,352_a.npy,20170430T171301_20170430T172229_T14RLP,Monterrey,Monterrey,Mexico,3995465,-100.31847,25.67507,20170430,171301
352,b,352_b,352_b.npy,20161012T171302_20161012T205451_T14RLP,Monterrey,Monterrey,Mexico,3995465,-100.31847,25.67507,20161012,171302
354,a,354_a,354_a.npy,20171224T172719_20171224T172720_T14TPM,Norfolk,Norfolk,United States,5073965,-97.417,42.02834,20171224,172719
354,b,354_b,354_b.npy,20180428T171901_20180428T172944_T14TPM,Norfolk,Norfolk,United States,5073965,-97.417,42.02834,20180428,171901
355,a,355_a,355_a.npy,20190211T051939_20190211T052909_T43QGV,Bīdar,Bidar,India,1275738,77.53011,17.91331,20190211,51939
355,b,355_b,355_b.npy,20190226T051751_20190226T052941_T43QGV,Bīdar,Bidar,India,1275738,77.53011,17.91331,20190226,51751
356,a,356_a,356_a.npy,20191122T134209_20191122T134207_T21JYM,Foz do Iguaçu,Foz do Iguacu,Brazil,3463030,-54.58806,-25.54778,20191122,134209
356,b,356_b,356_b.npy,20180426T134211_20180426T134212_T21JYM,Foz do Iguaçu,Foz do Iguacu,Brazil,3463030,-54.58806,-25.54778,20180426,134211
357,a,357_a,357_a.npy,20190703T073619_20190703T074634_T38SMA,Ad Dīwānīyah,Ad Diwaniyah,Iraq,99762,44.92552,31.99289,20190703,73619
357,b,357_b,357_b.npy,20180414T073611_20180414T074445_T38SMA,Ad Dīwānīyah,Ad Diwaniyah,Iraq,99762,44.92552,31.99289,20180414,73611
358,a,358_a,358_a.npy,20180506T105029_20180506T105423_T31UES,Gent,Gent,Belgium,2797656,3.71667,51.05,20180506,105029
358,b,358_b,358_b.npy,20171107T105229_20171107T105225_T31UES,Gent,Gent,Belgium,2797656,3.71667,51.05,20171107,105229
359,a,359_a,359_a.npy,20190415T132241_20190415T132235_T22JGR,Itajaí,Itajai,Brazil,3460845,-48.66194,-26.90778,20190415,132241
359,b,359_b,359_b.npy,20161206T132232_20161206T132255_T22JGR,Itajaí,Itajai,Brazil,3460845,-48.66194,-26.90778,20161206,132232
360,a,360_a,360_a.npy,20180201T033951_20180201T034717_T47NPG,George Town,George Town,Malaysia,1735106,100.33543,5.41123,20180201,33951
360,b,360_b,360_b.npy,20180216T033819_20180216T035134_T47NPG,George Town,George Town,Malaysia,1735106,100.33543,5.41123,20180216,33819
361,a,361_a,361_a.npy,20171227T073309_20171227T073312_T39TUF,Sumqayıt,Sumqayit,Azerbaijan,584923,49.66861,40.58972,20171227,73309
361,b,361_b,361_b.npy,20180531T072621_20180531T072837_T39TUE,Sumqayıt,Sumqayit,Azerbaijan,584923,49.66861,40.58972,20180531,72621
362,a,362_a,362_a.npy,20180717T162829_20180717T163718_T16SEJ,Columbus,Columbus,United States,4256038,-85.92138,39.20144,20180717,162829
362,b,362_b,362_b.npy,20180915T162859_20180915T163044_T16SEJ,Columbus,Columbus,United States,4256038,-85.92138,39.20144,20180915,162859
363,a,363_a,363_a.npy,20160904T074942_20160904T114143_T37RFQ,‘Ar‘ar,`Ar`ar,Saudi Arabia,108512,41.03808,30.97531,20160904,74942
363,b,363_b,363_b.npy,20160626T074612_20160626T075158_T37RFQ,‘Ar‘ar,`Ar`ar,Saudi Arabia,108512,41.03808,30.97531,20160626,74612
364,a,364_a,364_a.npy,20160523T095032_20160523T095404_T33UYR,Katowice,Katowice,Poland,3096472,19.02754,50.25841,20160523,95032
364,b,364_b,364_b.npy,20180920T095021_20180920T095328_T34UCA,Katowice,Katowice,Poland,3096472,19.02754,50.25841,20180920,95021
